date,day_of_week,is_weekend,is_holiday,staff_on_duty,top_product,avg_margin,seasonality,daily_sales,daily_profit,is_easter_week,is_christmas_week
2019-09-09,1,0,0,6,IoT devices,0.21,summer_recovery,17911.42,3761.4,0,0
2019-09-10,2,0,0,4,IoT devices,0.25,summer_recovery,18820.19,4705.05,0,0
2019-09-11,3,0,0,8,fiber packages,0.25,summer_recovery,20737.9,5184.48,0,0
2019-09-12,4,0,0,6,IoT devices,0.24,summer_recovery,20903.14,5016.75,0,0
2019-09-13,5,0,0,8,IoT devices,0.2,summer_recovery,21298.41,4259.68,0,0
2019-09-14,6,1,0,14,accessories,0.29,summer_recovery,25279.16,7330.96,0,0
2019-09-15,0,1,0,11,fiber packages,0.26,summer_recovery,25183.37,6547.68,0,0
2019-09-16,1,0,0,6,IoT devices,0.22,summer_recovery,19889.51,4375.69,0,0
2019-09-17,2,0,0,6,IoT devices,0.23,summer_recovery,19003.72,4370.86,0,0
2019-09-18,3,0,0,6,fiber packages,0.29,summer_recovery,20223.15,5864.71,0,0
2019-09-19,4,0,0,8,IoT devices,0.24,summer_recovery,20600.9,4944.22,0,0
2019-09-20,5,0,0,6,IoT devices,0.23,summer_recovery,20770.03,4777.11,0,0
2019-09-21,6,1,0,12,smartphones,0.19,summer_recovery,24625.24,4678.8,0,0
2019-09-22,0,1,0,15,smartphones,0.16,summer_recovery,24567.96,3930.87,0,0
2019-09-23,1,0,0,4,smartphones,0.2,summer_recovery,19265.59,3853.12,0,0
2019-09-24,2,0,0,5,accessories,0.26,summer_recovery,18821.5,4893.59,0,0
2019-09-25,3,0,0,9,smartphones,0.15,summer_recovery,21556.76,3233.51,0,0
2019-09-26,4,0,0,8,IoT devices,0.22,summer_recovery,22038.63,4848.5,0,0
2019-09-27,5,0,0,9,IoT devices,0.2,summer_recovery,21844.27,4368.85,0,0
2019-09-28,6,1,0,12,smartphones,0.19,summer_recovery,26943.46,5119.26,0,0
2019-09-29,0,1,0,12,IoT devices,0.25,summer_recovery,26468.58,6617.15,0,0
2019-09-30,1,0,0,6,fiber packages,0.3,summer_recovery,19583.1,5874.93,0,0
2019-10-01,2,0,0,4,IoT devices,0.23,baseline,20102.09,4623.48,0,0
2019-10-02,3,0,0,7,IoT devices,0.2,baseline,22588.44,4517.69,0,0
2019-10-03,4,0,0,8,fiber packages,0.26,baseline,23167.16,6023.46,0,0
2019-10-04,5,0,0,8,smartphones,0.19,baseline,22962.79,4362.93,0,0
2019-10-05,6,1,1,14,fiber packages,0.27,baseline,27055.45,7304.97,0,0
2019-10-06,0,1,0,14,accessories,0.29,baseline,27008.93,7832.59,0,0
2019-10-07,1,0,0,4,fiber packages,0.26,baseline,20507.12,5331.85,0,0
2019-10-08,2,0,0,4,fiber packages,0.3,baseline,21474.22,6442.27,0,0
2019-10-09,3,0,0,9,accessories,0.28,baseline,21907.69,6134.15,0,0
2019-10-10,4,0,0,7,smartphones,0.16,baseline,22883.69,3661.39,0,0
2019-10-11,5,0,0,8,smartphones,0.17,baseline,22129.85,3762.07,0,0
2019-10-12,6,1,0,12,accessories,0.28,baseline,26245.39,7348.71,0,0
2019-10-13,0,1,0,10,smartphones,0.18,baseline,28680.33,5162.46,0,0
2019-10-14,1,0,0,5,accessories,0.28,baseline,19919.65,5577.5,0,0
2019-10-15,2,0,0,6,fiber packages,0.26,baseline,19986.87,5196.59,0,0
2019-10-16,3,0,0,6,fiber packages,0.25,baseline,23597.6,5899.4,0,0
2019-10-17,4,0,0,8,smartphones,0.19,baseline,21847.24,4150.98,0,0
2019-10-18,5,0,0,9,fiber packages,0.29,baseline,22173.86,6430.42,0,0
2019-10-19,6,1,0,15,fiber packages,0.3,baseline,27628.83,8288.65,0,0
2019-10-20,0,1,0,13,accessories,0.27,baseline,28010.83,7562.92,0,0
2019-10-21,1,0,0,6,smartphones,0.16,baseline,20182.19,3229.15,0,0
2019-10-22,2,0,0,5,accessories,0.27,baseline,19999.31,5399.81,0,0
2019-10-23,3,0,0,9,IoT devices,0.22,baseline,23227.31,5110.01,0,0
2019-10-24,4,0,0,7,accessories,0.27,baseline,22354.75,6035.78,0,0
2019-10-25,5,0,0,6,accessories,0.28,baseline,21825.15,6111.04,0,0
2019-10-26,6,1,0,13,smartphones,0.17,baseline,26493.84,4503.95,0,0
2019-10-27,0,1,0,13,IoT devices,0.2,baseline,26328.13,5265.63,0,0
2019-10-28,1,0,0,5,IoT devices,0.25,baseline,20450.54,5112.64,0,0
2019-10-29,2,0,0,4,fiber packages,0.27,baseline,21251.12,5737.8,0,0
2019-10-30,3,0,0,8,IoT devices,0.23,baseline,22840.05,5253.21,0,0
2019-10-31,4,0,0,8,IoT devices,0.25,baseline,22187.87,5546.97,0,0
2019-11-01,5,0,1,12,fiber packages,0.29,baseline,23615.96,6848.63,0,0
2019-11-02,6,1,0,11,IoT devices,0.21,baseline,27623.88,5801.01,0,0
2019-11-03,0,1,0,14,IoT devices,0.24,baseline,28696.11,6887.07,0,0
2019-11-04,1,0,0,5,fiber packages,0.28,baseline,20690.46,5793.33,0,0
2019-11-05,2,0,0,4,IoT devices,0.23,baseline,21165.55,4868.08,0,0
2019-11-06,3,0,0,9,smartphones,0.17,baseline,22073.87,3752.56,0,0
2019-11-07,4,0,0,9,accessories,0.27,baseline,21729.26,5866.9,0,0
2019-11-08,5,0,0,8,accessories,0.3,baseline,23473.76,7042.13,0,0
2019-11-09,6,1,0,11,fiber packages,0.28,baseline,26203.61,7337.01,0,0
2019-11-10,0,1,0,11,fiber packages,0.26,baseline,27399.13,7123.77,0,0
2019-11-11,1,0,0,5,fiber packages,0.29,baseline,21312.63,6180.66,0,0
2019-11-12,2,0,0,5,IoT devices,0.23,baseline,20114.84,4626.41,0,0
2019-11-13,3,0,0,8,fiber packages,0.28,baseline,22844.31,6396.41,0,0
2019-11-14,4,0,0,7,IoT devices,0.24,baseline,22323.07,5357.54,0,0
2019-11-15,5,0,0,9,accessories,0.29,baseline,22922.05,6647.39,0,0
2019-11-16,6,1,0,14,IoT devices,0.21,baseline,28106.26,5902.31,0,0
2019-11-17,0,1,0,14,smartphones,0.16,baseline,27984.23,4477.48,0,0
2019-11-18,1,0,0,6,fiber packages,0.27,baseline,19681.49,5314.0,0,0
2019-11-19,2,0,0,5,accessories,0.29,baseline,20742.97,6015.46,0,0
2019-11-20,3,0,0,9,accessories,0.28,baseline,23490.79,6577.42,0,0
2019-11-21,4,0,0,9,fiber packages,0.29,baseline,23874.15,6923.5,0,0
2019-11-22,5,0,0,9,smartphones,0.2,baseline,22477.2,4495.44,0,0
2019-11-23,6,1,0,15,smartphones,0.16,baseline,27278.31,4364.53,0,0
2019-11-24,0,1,0,15,smartphones,0.18,black_friday,30229.96,5441.39,0,0
2019-11-25,1,0,0,4,fiber packages,0.29,baseline,19618.62,5689.4,0,0
2019-11-26,2,0,0,4,accessories,0.26,baseline,19697.61,5121.38,0,0
2019-11-27,3,0,0,8,fiber packages,0.27,baseline,22188.92,5991.01,0,0
2019-11-28,4,0,0,7,smartphones,0.18,baseline,23153.64,4167.66,0,0
2019-11-29,5,0,0,7,fiber packages,0.3,baseline,22009.77,6602.93,0,0
2019-11-30,6,1,0,13,accessories,0.25,baseline,27247.44,6811.86,0,0
2019-12-01,0,1,1,11,IoT devices,0.22,baseline,28238.45,6212.46,0,0
2019-12-02,1,0,0,5,fiber packages,0.26,baseline,20533.49,5338.71,0,0
2019-12-03,2,0,0,4,IoT devices,0.24,baseline,20326.42,4878.34,0,0
2019-12-04,3,0,0,6,fiber packages,0.3,baseline,23463.2,7038.96,0,0
2019-12-05,4,0,0,9,IoT devices,0.21,baseline,22323.75,4687.99,0,0
2019-12-06,5,0,0,9,smartphones,0.17,baseline,21951.32,3731.72,0,0
2019-12-07,6,1,0,13,accessories,0.26,baseline,27165.66,7063.07,0,0
2019-12-08,0,1,1,11,smartphones,0.2,baseline,28141.38,5628.28,0,0
2019-12-09,1,0,0,4,fiber packages,0.27,baseline,21190.8,5721.52,0,0
2019-12-10,2,0,0,4,accessories,0.3,baseline,21009.86,6302.96,0,0
2019-12-11,3,0,0,9,fiber packages,0.3,baseline,21860.9,6558.27,0,0
2019-12-12,4,0,0,8,fiber packages,0.26,baseline,21899.45,5693.86,0,0
2019-12-13,5,0,0,8,IoT devices,0.22,baseline,23300.32,5126.07,0,0
2019-12-14,6,1,0,13,IoT devices,0.24,baseline,27076.71,6498.41,0,0
2019-12-15,0,1,0,10,accessories,0.27,christmas_peak,41610.42,11234.81,0,1
2019-12-16,1,0,0,6,IoT devices,0.22,christmas_peak,32403.64,7128.8,0,1
2019-12-17,2,0,0,5,accessories,0.26,christmas_peak,32186.66,8368.53,0,1
2019-12-18,3,0,0,6,accessories,0.25,christmas_peak,32814.23,8203.56,0,1
2019-12-19,4,0,0,9,IoT devices,0.2,christmas_peak,32518.27,6503.65,0,1
2019-12-20,5,0,0,9,accessories,0.27,christmas_peak,36816.7,9940.51,0,1
2019-12-21,6,1,0,11,fiber packages,0.29,christmas_peak,39033.36,11319.67,0,1
2019-12-22,0,1,0,15,smartphones,0.19,christmas_peak,41379.21,7862.05,0,1
2019-12-23,1,0,0,4,accessories,0.26,christmas_peak,32510.75,8452.8,0,1
2019-12-24,2,0,0,5,smartphones,0.15,christmas_peak,32554.11,4883.12,0,1
2019-12-25,3,0,1,0,fiber packages,0.0,store_closed,0.0,0.0,0,0
2019-12-26,4,0,0,9,fiber packages,0.29,baseline,21921.54,6357.25,0,0
2019-12-27,5,0,0,6,IoT devices,0.21,baseline,22864.95,4801.64,0,0
2019-12-28,6,1,0,11,fiber packages,0.27,baseline,26654.77,7196.79,0,0
2019-12-29,0,1,0,10,IoT devices,0.22,baseline,26018.44,5724.06,0,0
2019-12-30,1,0,0,4,accessories,0.25,baseline,20614.6,5153.65,0,0
2019-12-31,2,0,0,6,accessories,0.3,baseline,20841.81,6252.54,0,0
2020-01-01,3,0,1,0,fiber packages,0.0,store_closed,0.0,0.0,0,0
2020-01-02,4,0,0,6,accessories,0.29,post_holiday_dip,20882.62,6055.96,0,0
2020-01-03,5,0,0,8,accessories,0.28,post_holiday_dip,20529.91,5748.37,0,0
2020-01-04,6,1,0,14,IoT devices,0.21,post_holiday_dip,26413.39,5546.81,0,0
2020-01-05,0,1,0,13,fiber packages,0.29,post_holiday_dip,26524.03,7691.97,0,0
2020-01-06,1,0,0,4,accessories,0.26,post_holiday_dip,18400.9,4784.23,0,0
2020-01-07,2,0,0,4,accessories,0.26,post_holiday_dip,18843.84,4899.4,0,0
2020-01-08,3,0,0,9,fiber packages,0.27,post_holiday_dip,21478.21,5799.12,0,0
2020-01-09,4,0,0,6,accessories,0.27,post_holiday_dip,21105.21,5698.41,0,0
2020-01-10,5,0,0,7,IoT devices,0.24,post_holiday_dip,21807.98,5233.92,0,0
2020-01-11,6,1,0,14,smartphones,0.19,post_holiday_dip,24332.81,4623.23,0,0
2020-01-12,0,1,0,12,accessories,0.28,post_holiday_dip,25181.97,7050.95,0,0
2020-01-13,1,0,0,5,smartphones,0.16,post_holiday_dip,19580.05,3132.81,0,0
2020-01-14,2,0,0,6,fiber packages,0.27,post_holiday_dip,18563.32,5012.1,0,0
2020-01-15,3,0,0,8,IoT devices,0.23,post_holiday_dip,20106.75,4624.55,0,0
2020-01-16,4,0,0,9,accessories,0.28,post_holiday_dip,20842.4,5835.87,0,0
2020-01-17,5,0,0,8,smartphones,0.19,post_holiday_dip,20395.94,3875.23,0,0
2020-01-18,6,1,0,11,IoT devices,0.22,post_holiday_dip,24216.5,5327.63,0,0
2020-01-19,0,1,0,12,accessories,0.26,post_holiday_dip,25283.12,6573.61,0,0
2020-01-20,1,0,0,6,smartphones,0.17,post_holiday_dip,18715.41,3181.62,0,0
2020-01-21,2,0,0,5,smartphones,0.19,post_holiday_dip,18681.55,3549.49,0,0
2020-01-22,3,0,0,8,fiber packages,0.26,post_holiday_dip,21569.68,5608.12,0,0
2020-01-23,4,0,0,7,fiber packages,0.26,post_holiday_dip,21948.08,5706.5,0,0
2020-01-24,5,0,0,7,fiber packages,0.25,post_holiday_dip,20407.47,5101.87,0,0
2020-01-25,6,1,0,12,IoT devices,0.23,post_holiday_dip,24704.44,5682.02,0,0
2020-01-26,0,1,0,11,smartphones,0.19,post_holiday_dip,25435.05,4832.66,0,0
2020-01-27,1,0,0,6,smartphones,0.19,post_holiday_dip,18497.52,3514.53,0,0
2020-01-28,2,0,0,6,accessories,0.26,post_holiday_dip,19156.43,4980.67,0,0
2020-01-29,3,0,0,8,fiber packages,0.28,post_holiday_dip,20721.44,5802.0,0,0
2020-01-30,4,0,0,9,IoT devices,0.23,post_holiday_dip,20610.64,4740.45,0,0
2020-01-31,5,0,0,8,accessories,0.29,post_holiday_dip,21431.62,6215.17,0,0
2020-02-01,6,1,0,13,IoT devices,0.22,baseline,28085.76,6178.87,0,0
2020-02-02,0,1,0,11,smartphones,0.18,baseline,28189.2,5074.06,0,0
2020-02-03,1,0,0,6,smartphones,0.19,baseline,21748.39,4132.19,0,0
2020-02-04,2,0,0,4,accessories,0.28,baseline,21642.15,6059.8,0,0
2020-02-05,3,0,0,9,fiber packages,0.26,baseline,22772.47,5920.84,0,0
2020-02-06,4,0,0,8,IoT devices,0.23,baseline,24429.8,5618.85,0,0
2020-02-07,5,0,0,6,accessories,0.28,baseline,22567.09,6318.79,0,0
2020-02-08,6,1,0,10,accessories,0.3,baseline,26802.03,8040.61,0,0
2020-02-09,0,1,0,15,accessories,0.27,baseline,27274.32,7364.07,0,0
2020-02-10,1,0,0,5,IoT devices,0.2,baseline,20667.66,4133.53,0,0
2020-02-11,2,0,0,6,accessories,0.25,baseline,20341.34,5085.34,0,0
2020-02-12,3,0,0,6,fiber packages,0.29,baseline,22694.57,6581.43,0,0
2020-02-13,4,0,0,8,IoT devices,0.21,baseline,23273.6,4887.46,0,0
2020-02-14,5,0,0,8,accessories,0.28,baseline,22454.71,6287.32,0,0
2020-02-15,6,1,0,13,accessories,0.29,baseline,28875.86,8374.0,0,0
2020-02-16,0,1,0,13,accessories,0.27,baseline,26898.26,7262.53,0,0
2020-02-17,1,0,0,5,fiber packages,0.29,baseline,20941.22,6072.95,0,0
2020-02-18,2,0,0,5,fiber packages,0.28,baseline,21407.4,5994.07,0,0
2020-02-19,3,0,0,9,fiber packages,0.27,baseline,24515.58,6619.21,0,0
2020-02-20,4,0,0,8,fiber packages,0.26,baseline,22690.55,5899.54,0,0
2020-02-21,5,0,0,8,fiber packages,0.29,baseline,23674.44,6865.59,0,0
2020-02-22,6,1,0,11,IoT devices,0.24,baseline,26800.8,6432.19,0,0
2020-02-23,0,1,0,11,IoT devices,0.21,baseline,26897.49,5648.47,0,0
2020-02-24,1,0,0,6,smartphones,0.16,baseline,20456.68,3273.07,0,0
2020-02-25,2,0,0,4,smartphones,0.18,baseline,21017.98,3783.24,0,0
2020-02-26,3,0,0,7,IoT devices,0.23,baseline,23359.75,5372.74,0,0
2020-02-27,4,0,0,7,IoT devices,0.24,baseline,23347.34,5603.36,0,0
2020-02-28,5,0,0,8,accessories,0.3,baseline,23945.51,7183.65,0,0
2020-02-29,6,1,0,14,fiber packages,0.26,baseline,27401.89,7124.49,0,0
2020-03-01,0,1,0,11,IoT devices,0.25,baseline,29187.26,7296.81,0,0
2020-03-02,1,0,0,4,fiber packages,0.27,baseline,21338.55,5761.41,0,0
2020-03-03,2,0,0,4,smartphones,0.16,baseline,21815.03,3490.4,0,0
2020-03-04,3,0,0,9,IoT devices,0.24,baseline,22837.57,5481.02,0,0
2020-03-05,4,0,0,7,accessories,0.28,baseline,22733.23,6365.3,0,0
2020-03-06,5,0,0,9,accessories,0.27,baseline,22472.44,6067.56,0,0
2020-03-07,6,1,0,11,accessories,0.28,baseline,27150.59,7602.17,0,0
2020-03-08,0,1,0,12,fiber packages,0.28,baseline,27955.22,7827.46,0,0
2020-03-09,1,0,0,5,smartphones,0.15,baseline,20184.03,3027.6,0,0
2020-03-10,2,0,0,6,IoT devices,0.21,baseline,21546.34,4524.73,0,0
2020-03-11,3,0,0,7,smartphones,0.18,baseline,24580.94,4424.57,0,0
2020-03-12,4,0,0,8,IoT devices,0.24,baseline,23320.5,5596.92,0,0
2020-03-13,5,0,0,9,fiber packages,0.27,baseline,22880.88,6177.84,0,0
2020-03-14,6,1,0,10,fiber packages,0.27,baseline,27473.36,7417.81,0,0
2020-03-15,0,1,0,14,accessories,0.27,baseline,27616.65,7456.5,0,0
2020-03-16,1,0,0,4,fiber packages,0.28,baseline,20670.85,5787.84,0,0
2020-03-17,2,0,0,4,fiber packages,0.26,baseline,21315.35,5541.99,0,0
2020-03-18,3,0,0,9,smartphones,0.18,baseline,22720.2,4089.64,0,0
2020-03-19,4,0,0,6,fiber packages,0.29,baseline,22943.03,6653.48,0,0
2020-03-20,5,0,0,9,smartphones,0.19,baseline,24144.25,4587.41,0,0
2020-03-21,6,1,0,15,accessories,0.28,baseline,28473.5,7972.58,0,0
2020-03-22,0,1,0,15,smartphones,0.19,baseline,27205.4,5169.03,0,0
2020-03-23,1,0,0,4,fiber packages,0.25,baseline,20188.41,5047.1,0,0
2020-03-24,2,0,0,6,smartphones,0.2,baseline,21840.68,4368.14,0,0
2020-03-25,3,0,0,8,IoT devices,0.21,baseline,23079.12,4846.62,0,0
2020-03-26,4,0,0,8,IoT devices,0.25,baseline,23039.57,5759.89,0,0
2020-03-27,5,0,0,8,fiber packages,0.29,baseline,24301.97,7047.57,0,0
2020-03-28,6,1,0,11,accessories,0.29,baseline,27613.2,8007.83,0,0
2020-03-29,0,1,0,14,IoT devices,0.24,baseline,28437.68,6825.04,0,0
2020-03-30,1,0,0,6,IoT devices,0.23,baseline,20164.02,4637.72,0,0
2020-03-31,2,0,0,5,accessories,0.27,baseline,20428.54,5515.71,0,0
2020-04-01,3,0,0,9,fiber packages,0.28,baseline,23390.31,6549.29,0,0
2020-04-02,4,0,0,7,IoT devices,0.23,baseline,22586.19,5194.82,0,0
2020-04-03,5,0,0,8,fiber packages,0.26,baseline,24125.68,6272.68,0,0
2020-04-04,6,1,0,13,IoT devices,0.25,baseline,27140.52,6785.13,0,0
2020-04-05,0,1,0,13,smartphones,0.16,baseline,28543.04,4566.89,0,0
2020-04-06,1,0,0,4,IoT devices,0.24,easter_week,25525.91,6126.22,1,0
2020-04-07,2,0,0,6,fiber packages,0.27,easter_week,24436.9,6597.96,1,0
2020-04-08,3,0,0,7,smartphones,0.16,easter_week,28068.88,4491.02,1,0
2020-04-09,4,0,0,6,smartphones,0.16,easter_week,27591.89,4414.7,1,0
2020-04-10,5,0,1,14,accessories,0.3,easter_week,27558.77,8267.63,1,0
2020-04-11,6,1,0,14,smartphones,0.18,easter_week,33011.71,5942.11,1,0
2020-04-12,0,1,0,12,smartphones,0.16,easter_week,33671.09,5387.37,1,0
2020-04-13,1,0,0,6,smartphones,0.17,baseline,20950.99,3561.67,0,0
2020-04-14,2,0,0,5,accessories,0.28,baseline,20683.47,5791.37,0,0
2020-04-15,3,0,0,6,IoT devices,0.24,baseline,23328.5,5598.84,0,0
2020-04-16,4,0,0,8,accessories,0.29,baseline,24015.13,6964.39,0,0
2020-04-17,5,0,0,6,smartphones,0.19,baseline,23647.55,4493.03,0,0
2020-04-18,6,1,0,14,smartphones,0.15,baseline,27687.94,4153.19,0,0
2020-04-19,0,1,0,13,accessories,0.28,baseline,28797.94,8063.42,0,0
2020-04-20,1,0,0,6,fiber packages,0.28,baseline,21625.75,6055.21,0,0
2020-04-21,2,0,0,6,fiber packages,0.29,baseline,22047.53,6393.78,0,0
2020-04-22,3,0,0,9,accessories,0.28,baseline,23210.15,6498.84,0,0
2020-04-23,4,0,0,8,IoT devices,0.22,baseline,22357.87,4918.73,0,0
2020-04-24,5,0,0,8,fiber packages,0.27,baseline,23085.66,6233.13,0,0
2020-04-25,6,1,1,11,fiber packages,0.25,baseline,27045.43,6761.36,0,0
2020-04-26,0,1,0,14,IoT devices,0.25,baseline,28979.41,7244.85,0,0
2020-04-27,1,0,0,6,smartphones,0.16,baseline,21775.36,3484.06,0,0
2020-04-28,2,0,0,5,fiber packages,0.29,baseline,21894.45,6349.39,0,0
2020-04-29,3,0,0,9,accessories,0.28,baseline,23143.77,6480.26,0,0
2020-04-30,4,0,0,7,IoT devices,0.24,baseline,22670.75,5440.98,0,0
2020-05-01,5,0,1,14,IoT devices,0.24,baseline,23821.35,5717.12,0,0
2020-05-02,6,1,0,15,IoT devices,0.24,baseline,29085.85,6980.6,0,0
2020-05-03,0,1,0,15,smartphones,0.18,baseline,28923.54,5206.24,0,0
2020-05-04,1,0,0,5,IoT devices,0.21,baseline,20711.68,4349.45,0,0
2020-05-05,2,0,0,5,accessories,0.29,baseline,22035.83,6390.39,0,0
2020-05-06,3,0,0,7,fiber packages,0.26,baseline,23281.82,6053.27,0,0
2020-05-07,4,0,0,6,fiber packages,0.3,baseline,22389.67,6716.9,0,0
2020-05-08,5,0,0,8,accessories,0.25,baseline,23748.46,5937.11,0,0
2020-05-09,6,1,0,10,IoT devices,0.22,baseline,28797.56,6335.46,0,0
2020-05-10,0,1,0,14,accessories,0.25,baseline,27159.22,6789.81,0,0
2020-05-11,1,0,0,4,IoT devices,0.24,baseline,21222.78,5093.47,0,0
2020-05-12,2,0,0,6,accessories,0.29,baseline,21751.96,6308.07,0,0
2020-05-13,3,0,0,7,smartphones,0.19,baseline,22741.3,4320.85,0,0
2020-05-14,4,0,0,7,accessories,0.26,baseline,23418.44,6088.79,0,0
2020-05-15,5,0,0,7,IoT devices,0.21,baseline,22504.69,4725.98,0,0
2020-05-16,6,1,0,10,fiber packages,0.29,baseline,27036.14,7840.48,0,0
2020-05-17,0,1,0,14,IoT devices,0.22,baseline,29257.39,6436.63,0,0
2020-05-18,1,0,0,4,IoT devices,0.25,baseline,20150.94,5037.73,0,0
2020-05-19,2,0,0,5,fiber packages,0.28,baseline,21295.41,5962.71,0,0
2020-05-20,3,0,0,7,accessories,0.28,baseline,24473.8,6852.66,0,0
2020-05-21,4,0,0,9,accessories,0.27,baseline,24057.26,6495.46,0,0
2020-05-22,5,0,0,9,accessories,0.29,baseline,22695.02,6581.56,0,0
2020-05-23,6,1,0,14,fiber packages,0.25,baseline,28781.02,7195.26,0,0
2020-05-24,0,1,0,10,IoT devices,0.24,baseline,27856.87,6685.65,0,0
2020-05-25,1,0,0,4,IoT devices,0.24,baseline,21822.22,5237.33,0,0
2020-05-26,2,0,0,6,IoT devices,0.25,baseline,21765.6,5441.4,0,0
2020-05-27,3,0,0,9,fiber packages,0.3,baseline,22785.53,6835.66,0,0
2020-05-28,4,0,0,8,IoT devices,0.2,baseline,24132.3,4826.46,0,0
2020-05-29,5,0,0,7,accessories,0.3,baseline,24404.22,7321.27,0,0
2020-05-30,6,1,0,14,fiber packages,0.29,baseline,29394.77,8524.48,0,0
2020-05-31,0,1,0,11,IoT devices,0.22,baseline,28571.91,6285.82,0,0
2020-06-01,1,0,0,6,accessories,0.3,baseline,22176.3,6652.89,0,0
2020-06-02,2,0,0,5,IoT devices,0.2,baseline,20823.84,4164.77,0,0
2020-06-03,3,0,0,6,accessories,0.29,baseline,22427.61,6504.01,0,0
2020-06-04,4,0,0,9,fiber packages,0.27,baseline,24623.66,6648.39,0,0
2020-06-05,5,0,0,7,smartphones,0.18,baseline,22942.27,4129.61,0,0
2020-06-06,6,1,0,13,smartphones,0.2,baseline,29352.56,5870.51,0,0
2020-06-07,0,1,0,13,fiber packages,0.25,baseline,27015.07,6753.77,0,0
2020-06-08,1,0,0,4,fiber packages,0.27,baseline,20947.21,5655.75,0,0
2020-06-09,2,0,0,4,IoT devices,0.22,baseline,20554.84,4522.06,0,0
2020-06-10,3,0,1,14,accessories,0.3,baseline,25456.81,7637.04,0,0
2020-06-11,4,0,1,11,fiber packages,0.28,baseline,23710.2,6638.86,0,0
2020-06-12,5,0,0,8,accessories,0.3,baseline,23618.04,7085.41,0,0
2020-06-13,6,1,0,10,IoT devices,0.2,baseline,27588.97,5517.79,0,0
2020-06-14,0,1,0,14,accessories,0.29,baseline,28418.73,8241.43,0,0
2020-06-15,1,0,0,5,accessories,0.26,baseline,20646.7,5368.14,0,0
2020-06-16,2,0,0,6,IoT devices,0.22,baseline,20841.95,4585.23,0,0
2020-06-17,3,0,0,9,accessories,0.26,baseline,23899.34,6213.83,0,0
2020-06-18,4,0,0,6,accessories,0.27,baseline,24285.65,6557.13,0,0
2020-06-19,5,0,0,7,IoT devices,0.21,baseline,22821.63,4792.54,0,0
2020-06-20,6,1,0,11,accessories,0.28,baseline,27411.21,7675.14,0,0
2020-06-21,0,1,0,15,IoT devices,0.2,baseline,28205.78,5641.16,0,0
2020-06-22,1,0,0,4,smartphones,0.18,baseline,20377.59,3667.97,0,0
2020-06-23,2,0,0,4,IoT devices,0.23,baseline,20660.59,4751.94,0,0
2020-06-24,3,0,1,15,fiber packages,0.27,baseline,23560.42,6361.31,0,0
2020-06-25,4,0,0,8,IoT devices,0.2,baseline,22388.7,4477.74,0,0
2020-06-26,5,0,0,7,fiber packages,0.29,baseline,23379.52,6780.06,0,0
2020-06-27,6,1,0,11,accessories,0.28,baseline,28544.14,7992.36,0,0
2020-06-28,0,1,0,14,smartphones,0.19,baseline,29545.68,5613.68,0,0
2020-06-29,1,0,0,6,accessories,0.29,baseline,21872.33,6342.98,0,0
2020-06-30,2,0,0,6,fiber packages,0.26,baseline,21635.54,5625.24,0,0
2020-07-01,3,0,0,8,accessories,0.27,summer_dip,22614.01,6105.78,0,0
2020-07-02,4,0,0,9,fiber packages,0.29,summer_dip,22096.94,6408.11,0,0
2020-07-03,5,0,0,7,fiber packages,0.27,summer_dip,22882.04,6178.15,0,0
2020-07-04,6,1,0,14,accessories,0.27,summer_dip,24514.34,6618.87,0,0
2020-07-05,0,1,0,11,smartphones,0.15,summer_dip,25296.3,3794.44,0,0
2020-07-06,1,0,0,4,fiber packages,0.3,summer_dip,18334.57,5500.37,0,0
2020-07-07,2,0,0,4,accessories,0.3,summer_dip,18277.69,5483.31,0,0
2020-07-08,3,0,0,9,IoT devices,0.24,summer_dip,21402.98,5136.72,0,0
2020-07-09,4,0,0,7,smartphones,0.19,summer_dip,22951.48,4360.78,0,0
2020-07-10,5,0,0,8,fiber packages,0.26,summer_dip,21729.06,5649.56,0,0
2020-07-11,6,1,0,14,smartphones,0.17,summer_dip,27216.44,4626.79,0,0
2020-07-12,0,1,0,10,smartphones,0.17,summer_dip,25863.19,4396.74,0,0
2020-07-13,1,0,0,4,accessories,0.29,summer_dip,19063.17,5528.32,0,0
2020-07-14,2,0,0,6,fiber packages,0.29,summer_dip,18578.87,5387.87,0,0
2020-07-15,3,0,0,9,fiber packages,0.29,summer_dip,20364.02,5905.57,0,0
2020-07-16,4,0,0,7,IoT devices,0.21,summer_dip,21095.47,4430.05,0,0
2020-07-17,5,0,0,9,accessories,0.3,summer_dip,20861.22,6258.37,0,0
2020-07-18,6,1,0,15,IoT devices,0.24,summer_dip,27109.32,6506.24,0,0
2020-07-19,0,1,0,11,smartphones,0.16,summer_dip,27140.01,4342.4,0,0
2020-07-20,1,0,0,4,accessories,0.29,summer_dip,20055.72,5816.16,0,0
2020-07-21,2,0,0,4,fiber packages,0.29,summer_dip,18859.09,5469.14,0,0
2020-07-22,3,0,0,6,IoT devices,0.2,summer_dip,21868.61,4373.72,0,0
2020-07-23,4,0,0,8,accessories,0.25,summer_dip,21406.81,5351.7,0,0
2020-07-24,5,0,0,8,smartphones,0.18,summer_dip,22101.02,3978.18,0,0
2020-07-25,6,1,0,11,IoT devices,0.24,summer_dip,27217.15,6532.12,0,0
2020-07-26,0,1,0,12,smartphones,0.17,summer_dip,25843.23,4393.35,0,0
